date,1. open,2. high,3. low,4. close,5. volume
2017-02-28,175.0,182.79,172.89,179.82,59817600.0
2017-01-31,167.0,179.25,165.34,174.52,88671370.0
2016-12-30,161.95,169.952,158.3,165.99,69463793.0
2016-11-30,153.5,164.66,151.0,162.22,76340912.0
2016-10-31,158.06,158.53,147.79,153.69,78325840.0
2016-09-30,158.32,165.0,153.21,158.85,69951563.0
2016-08-31,160.65,164.95,157.85,158.88,69680582.0
2016-07-29,152.19,163.6,149.92,160.62,69930927.0
2016-06-30,153.0,155.48,142.5,151.78,77115961.0
2016-05-31,146.56,153.81,142.9,153.74,75248178.0
2016-04-29,150.51,153.52,142.61,145.94,94431134.0
2016-03-31,132.24,153.1,132.03,151.45,105698603.0
2016-02-29,124.4,134.92,116.901,131.03,106703104.0
2016-01-29,135.6,136.89,118.0,124.79,126204196.0
2015-12-31,139.58,141.4,133.91,137.62,97650594.0
2015-11-30,140.5,142.8,131.65,139.42,85421426.0
2015-10-30,145.31,153.147,137.33,140.08,120622363.0
2015-09-30,144.84,149.68,141.1501,144.97,81761648.0
2015-08-31,161.7,161.85,140.62,147.89,93750967.0
2015-07-31,163.97,173.78,158.5,161.99,93805392.0
2015-06-30,170.21,171.5601,162.12,162.66,80845501.0
2015-05-29,173.2,176.3,168.84,169.65,57916093.0
2015-04-30,160.23,175.1303,158.39,171.29,93821213.0
2015-03-31,161.68,165.35,153.4,160.5,104899758.0
2015-02-27,154.0,164.99,151.51,161.94,77654705.0
2015-01-30,161.31,163.31,149.52,153.31,117395861.0
2014-12-31,161.64,164.52,150.5,160.44,101614529.0
2014-11-28,164.25,164.97,159.8,162.17,80018581.0
2014-10-31,189.91,190.89,161.1,164.4,146272610.0
2014-09-30,192.68,195.0,188.12,189.83,64033759.0
2014-08-29,190.5,194.133,183.58,192.3,53441600.0
2014-07-31,181.7,196.4,181.7,191.67,97597800.0
2014-06-30,184.76,187.65,179.27,181.27,78501700.0
2014-05-30,196.31,196.74,182.33,184.36,70018300.0
2014-04-30,193.12,199.21,187.01,196.47,118447100.0
2014-03-31,183.33,195.63,182.21,192.49,118984000.0
2014-02-28,176.02,186.12,172.19,185.17,87054800.0
2014-01-31,187.21,190.81,175.34,176.68,123489300.0
2013-12-31,179.46,187.79,172.73,187.57,97993100.0
2013-11-29,179.81,186.24,177.31,179.68,100984900.0
2013-10-31,185.34,186.99,172.57,179.21,130967100.0
2013-09-30,183.63,194.89,182.31,185.18,71488100.0
2013-08-30,196.65,197.17,181.1,182.27,73077400.0
2013-07-31,192.15,200.94,190.26,195.04,88079400.0
2013-06-28,208.25,210.05,188.41,191.11,80215000.0
2013-05-31,201.87,211.98,199.2,208.02,90683600.0
2013-04-30,212.8,214.89,187.68,202.54,108666600.0
2013-03-28,200.65,215.9,199.36,213.3,76023800.0
2013-02-28,204.65,205.35,197.51,200.83,64144100.0
2013-01-31,194.09,208.58,190.39,203.07,87636600.0
2012-12-31,190.76,196.45,186.94,191.55,79320200.0
2012-11-30,194.96,198.0,184.78,190.07,81892500.0
2012-10-31,208.01,211.79,190.56,194.53,96155000.0
2012-09-28,196.61,208.32,193.25,207.45,77341400.0
2012-08-31,196.96,202.0,193.02,194.85,60653700.0
2012-07-31,196.36,197.84,181.85,195.98,91516500.0
2012-06-29,190.12,199.99,187.0,195.58,84559100.0
2012-05-31,207.18,208.929,192.0,192.9,86005300.0
2012-04-30,208.96,210.69,196.791,207.08,86603000.0
2012-03-30,197.23,209.12,196.812,208.65,88096900.0
2012-02-29,193.21,199.23,190.831,196.73,78809900.0
2012-01-31,186.73,193.1,177.3472,192.6,110015000.0
2011-12-30,187.01,194.9,179.04,183.88,103436500.0
2011-11-30,181.55,189.97,177.06,188.0,97014100.0
2011-10-31,174.36,190.53,168.88,184.63,144563700.0
2011-09-30,172.71,180.91,158.76,174.87,137895000.0
2011-08-31,182.6,183.69,157.13,171.91,195054100.0
2011-07-29,171.61,185.63,171.49,181.85,113593200.0
2011-06-30,168.9,172.4468,161.52,171.55,105442400.0
2011-05-31,172.11,173.54,165.9,168.93,110804200.0
2011-04-29,163.7,173.0,162.19,170.58,100769500.0
2011-03-31,163.15,167.72,151.71,163.07,129714300.0
2011-02-28,162.11,166.25,159.03,161.88,89067500.0
2011-01-31,147.21,164.35,146.64,162.0,118831600.0
2010-12-31,143.61,147.5,143.51,146.76,93392800.0
2010-11-30,143.64,147.53,141.18,141.46,104096700.0
2010-10-29,135.51,144.0,134.39,143.6,137284700.0
2010-09-30,125.31,136.11,124.52,134.14,116092900.0
2010-08-31,129.25,132.49,122.28,123.13,117394000.0
2010-07-30,123.55,131.6,120.61,128.4,144080000.0
2010-06-30,124.69,131.94,122.82,123.48,162019100.0
2010-05-28,129.39,133.1,116.0,125.26,188444200.0
2010-04-30,128.95,132.28,127.12,129.0,146426400.0
2010-03-31,127.5,130.73,125.2,128.25,139997300.0
2010-02-26,123.23,128.27,121.61,127.16,113211200.0
2010-01-29,131.18,134.25,121.9,122.39,156110600.0
2009-12-31,127.29,132.85,126.0,130.9,124475900.0
2009-11-30,120.61,128.94,119.5,126.35,110748200.0
2009-10-30,119.39,128.61,117.26,120.61,183531100.0
2009-09-30,117.67,122.88,115.15,119.61,131522200.0
2009-08-31,118.88,120.88,116.12,118.05,112480200.0
2009-07-31,105.0,119.37,99.5,117.93,176171400.0
2009-06-30,106.94,110.64,103.51,104.42,160502100.0
2009-05-29,103.78,106.82,99.83,106.28,153084700.0
2009-04-30,96.13,106.05,95.7,103.21,213623100.0
2009-03-31,91.17,99.86,83.02,96.89,286114500.0
2009-02-27,90.6,97.1,82.85,92.03,223017600.0
2009-01-30,83.89,94.94,81.76,91.65,208959400.0
2008-12-31,80.95,87.27,75.31,84.16,188846100.0
2008-11-28,92.64,94.76,69.5,81.6,218313000.0
2008-10-31,115.51,116.8,78.82,92.97,314972000.0
2008-09-30,122.87,124.0,109.95,116.96,218411700.0
2008-08-29,128.52,129.97,121.5,121.73,137028800.0
2008-07-31,117.5,130.93,116.6,127.98,200876500.0
2008-06-30,128.67,129.37,118.15,118.53,152327500.0
2008-05-30,121.06,129.99,120.78,129.43,159517500.0
2008-04-30,115.14,125.0,113.86,120.7,192087200.0
2008-03-31,114.09,119.79,111.8,115.14,179284200.0
2008-02-29,107.21,116.63,100.6,113.86,168280800.0
2008-01-31,108.99,108.99,97.04,107.11,247523900.0
2007-12-31,105.45,112.19,104.0,108.1,134151600.0
2007-11-30,115.5,116.09,99.27,105.18,200920600.0
2007-10-31,117.61,121.46,110.96,116.12,171669000.0
2007-09-28,116.34,118.89,114.3,117.8,132233800.0
2007-08-31,110.39,117.35,103.7,116.69,202871500.0
2007-07-31,105.39,118.82,104.58,110.65,212757600.0
2007-06-29,106.62,107.24,101.56,105.25,169602000.0
2007-05-31,102.06,108.05,101.35,106.6,146441400.0
2007-04-30,94.51,103.0,93.911,102.21,166807200.0
2007-03-30,90.25,95.81,88.77,94.26,163194500.0
2007-02-28,98.97,100.44,92.47,92.94,125776200.0
2007-01-31,97.17,100.9,94.55,99.15,192702000.0
2006-12-29,91.9,97.88,90.55,97.15,104470200.0
2006-11-30,92.5,94.05,90.43,91.92,104430000.0
2006-10-31,81.76,92.68,81.56,92.33,170367300.0
2006-09-29,81.13,83.79,79.31,81.94,102776100.0
2006-08-31,76.86,81.68,74.9,80.97,100880300.0
2006-07-31,77.54,78.53,72.73,77.41,137188300.0
2006-06-30,79.89,80.87,76.06,76.82,139457800.0
2006-05-31,82.59,83.69,79.0,79.9,113146500.0
2006-04-28,82.72,84.45,80.63,82.34,114007000.0
2006-03-31,80.01,84.99,79.51,82.47,111514900.0
2006-02-28,80.9,82.24,78.93,80.24,111052200.0
2006-01-31,82.45,85.03,80.21,81.3,146491600.0
2005-12-30,89.15,89.92,81.56,82.2,120052400.0
2005-11-30,81.85,89.94,80.64,88.9,110664500.0
2005-10-31,80.22,84.6,78.7,81.88,139881800.0
2005-09-30,80.16,82.11,76.93,80.22,115681400.0
2005-08-31,83.0,84.2,79.87,80.62,105031100.0
2005-07-29,74.3,85.11,74.16,83.46,156801500.0
2005-06-30,75.57,77.73,73.45,74.2,135542800.0
2005-05-31,76.88,78.11,72.5,75.55,138416000.0
2005-04-29,91.49,91.76,71.85,76.38,216745500.0
2005-03-31,92.64,93.73,89.09,91.38,106145200.0
2005-02-28,93.67,94.97,91.55,92.58,79707700.0
2005-01-31,98.97,99.1,91.44,93.42,114459000.0
2004-12-31,94.5,99.0,94.47,98.58,108170400.0
2004-11-30,89.33,96.63,89.23,94.24,114982100.0
2004-10-29,85.95,90.27,84.29,89.75,118116100.0
2004-09-30,84.05,87.28,83.24,85.74,93906300.0
2004-08-31,86.87,87.39,81.9,84.69,91169700.0
2004-07-30,88.28,88.44,83.42,87.07,121001000.0
2004-06-30,88.09,91.21,87.3,88.15,91968600.0
2004-05-28,88.13,89.75,85.12,88.59,104707300.0
2004-04-30,91.67,94.55,88.01,88.17,110632000.0
2004-03-31,96.5,97.6,90.28,91.84,124483700.0
2004-02-27,99.15,100.43,95.2,96.5,97741900.0
2004-01-30,92.86,99.85,89.01,99.23,139368500.0
2003-12-31,90.9,94.12,90.03,92.68,116103600.0
2003-11-28,89.9,91.48,87.72,90.54,97966100.0
2003-10-31,88.75,94.54,87.53,89.48,156145400.0
2003-09-30,82.4,93.47,82.3,88.33,171943100.0
2003-08-29,81.15,84.72,78.73,82.01,113895200.0
2003-07-31,81.4,87.03,80.58,81.25,153915600.0
2003-06-30,89.0,89.08,79.81,82.5,184488300.0
2003-05-30,85.3,90.4,84.45,88.04,149548000.0
2003-04-30,78.5,86.49,78.12,84.9,177874300.0
2003-03-31,78.9,84.9,73.17,78.43,191937200.0
2003-02-28,78.2,80.05,74.31,77.95,145672700.0
2003-01-31,78.8,88.95,77.02,78.2,193933500.0
2002-12-31,88.6,89.46,75.6,77.5,151563500.0
2002-11-29,78.9,88.11,76.7,86.92,184438100.0
2002-10-31,59.2,79.79,54.01,78.94,285626300.0
2002-09-30,74.2,77.5,57.99,58.31,185664400.0
2002-08-30,70.4,82.85,65.85,75.38,166322300.0
2002-07-31,72.01,74.2,65.7,70.4,246256900.0
2002-06-28,80.75,80.95,66.1,72.0,190980700.0
2002-05-31,83.85,86.49,75.92,80.45,172738400.0
2002-04-30,104.0,104.0,83.34,83.76,246503300.0
2002-03-28,98.6,108.85,98.5,104.0,151268500.0
2002-02-28,107.64,109.3,95.76,98.12,172321000.0
2002-01-31,120.6,126.39,101.0,107.89,193562900.0
2001-12-31,114.8,124.7,113.21,120.96,133393800.0
2001-11-30,107.25,117.0,106.9,115.59,135136300.0
2001-10-31,91.72,112.1,91.34,108.07,224351500.0
2001-09-28,100.15,103.13,87.49,91.72,189312500.0
2001-08-31,105.35,110.09,98.86,99.95,143401500.0
2001-07-31,113.5,115.4,101.56,105.21,161016400.0
2001-06-29,112.5,119.0,111.1,113.5,142929700.0
2001-05-31,115.85,119.9,110.96,111.8,159356200.0
2001-04-30,97.45,118.05,90.05,115.14,226210900.0
2001-03-30,99.3,108.4,87.65,96.18,254550000.0
2001-02-28,112.4,118.64,99.1,99.9,156438900.0
2001-01-31,84.5,116.75,83.75,112.0,198962600.0
2000-12-29,94.44,104.75,80.06,85.0,167790700.0
2000-11-30,98.44,104.37,91.62,93.5,130411900.0
2000-10-31,112.62,119.62,86.94,98.5,223510000.0
2000-09-29,133.06,134.94,110.25,112.62,107468400.0
2000-08-31,112.0,134.25,110.25,132.02,121998000.0
2000-07-31,108.75,117.81,100.0,112.25,150130400.0
2000-06-30,107.56,122.31,105.5,109.56,136216300.0
2000-05-31,112.5,113.62,102.0,107.31,123803200.0
2000-04-28,120.0,128.0,101.25,111.5,168464800.0
2000-03-31,102.0,128.25,99.5,118.37,194329000.0
2000-02-29,112.37,119.75,100.94,102.75,133524400.0
2000-01-31,112.44,124.75,109.62,112.25,175259600.0
1999-12-31,102.56,122.12,102.25,107.87,158626300.0
